lm_id,name
LMST03020549,"1alpha,25-dihydroxy-2alpha-(3-hydroxypropoxy)-19-norvitamin D3"
LMST03020555,"1alpha,25-dihydroxy-2alpha-hydroxymethyl-19-norvitamin D3"
LMFA06000036,"2,4,6-octatrienal"
LMFA13030022,Dokdolipid C
LMFA01060241,2-Dehydro-3-deoxylaetiporic acid A
LMFA01060239,7-cis-Laetiporic acid A
LMST03020562,"1alpha,25-dihydroxy-3-deoxy-19-norvitamin D3"
LMST03020034,"(22E,24E)-1alpha,26-dihydroxy-22,23,24,25-tetradehydro-27-norvitamin D3"
LMPK12111962,Kaempferol 3-[2Gal-(4'''-acetylrhamnosyl)-robinobioside]
LMPK12111695,Kaempferol 3-(4''-(Z)-p-coumarylrobinobioside)
LMST05050059,Trodusquemine
LMFA02020093,Reclassified as LMFA02000174
LMFA11000089,6Z-Tetradecene
LMST05050060,24-O-Desulfo-26-sulfooxysqualamine
LMPK12060070,Rotenonone
LMPK12112340,Isorhamnetin 3-(4''-p-coumarylrobinobioside)-7-rhamnoside
LMPK12112610,"Rhamnetin 3,3',4'-triglucoside"
LMFA01060240,7-trans-Laetiporic acid A
LMFA08020377,N-(15-methyl-3-hydroxy-hexadecanoyl)-glycine
LMFA08020378,"N-(15-methyl-2,3,4-trihydroxy-hexadecanoyl)-glycine"
LMPR0106010053,"4,4'-Diapolycopenedial"
LMPR0106050009,Pericinone A
LMPR0106050010,Pericinone B
LMPK15020006,"6-(13-hydroxytetradecyl)benzene-1,2,4-triol"
LMFA13040049,bhas#24
LMPR01070264,Canthaxanthin
LMFA08040067,Tetracosahexaenoyl-EA
LMFA08040068,"N-(17,18-epoxy-5Z,8Z,11Z,14Z-eicosatetraenoyl)-EA"
LMST05050001,Ptilosaponoside A
LMSL03000032,"PAT16(22:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S]))"
LMFA02020065,Reclassified as LMFA02000146
LMFA02020128,Reclassified as LMFA02000209
LMSL03000038,"PAT16(22:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S]))"
LMSL03000030,"PAT16(22:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S]))"
LMFA12000142,6-Methylnonan-3-one
LMSL03000051,"PAT16(22:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[R],3OH[R],4Me[S],6Me[S]))"
LMPR01070403,Prolycopene
LMPR0106010045,"4,4'-Diapo-7,8,11,12-tetrahydrolycopene"
LMPR0106010046,"Hydroxy-3,4-dehydro-apo-8'-lycopene"
LMPR0106010047,"4-Hydroxy-4,4'-diaponeurosporene"
LMST05050002,Ptilosaponoside B
LMST05050003,Pandaroside A
LMSL03000100,"PAT16(22:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S]))"
LMFA02020078,Reclassified as LMFA02000159
LMFA02020090,Reclassified as LMFA02000171
LMSL03000085,"PAT16(22:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S]))"
LMPR0106010048,"4-(D-Glucopyranosyloxy)-4,4'-diaponeurosporene"
LMPR0106010056,"4,4'-Diaplycopene-4,4'-dioic acid"
LMPR0106010055,"4,4'-Diapocaroten-4'-al-4-oic acid"
LMPR0106010054,Hydroxy-diaponeurosporenal
LMSL03000138,"PAT16(22:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[R],3OH[R],4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S]))"
LMST05050017,Kurilensoside H
LMFA02020094,Reclassified as LMFA02000175
LMSL03000148,"PAT16(24:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S]))"
LMFA11000558,9-Methylpentacosane
LMPR0106010061,"Acetyl-4,4'-diapolycopene-4,4'-dioate"
LMPR0106010049,"1-Hexosyl-1,2-dihydro-3,4-didehydroapo-8'-lycopenol"
LMPR0106010050,"1-(D-Mannosyloxy)-3,4-didenhydro-1,2-dihydro-8'-apolycopen-8'-oic acid"
LMPK12160038,6-Demethylvignafuran
LMFA02020109,Reclassified as LMFA02000190
LMFA02020104,Reclassified as LMFA02000185
LMFA02020137,Reclassified as LMFA02000218
LMPR01070605,alpha-Citraurin
LMSL03000172,"PAT16(24:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S]))"
LMSL03000167,"PAT16(24:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[R],3OH[R],4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S]))"
LMSL03000168,"PAT16(24:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[R],3OH[R],4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S]))"
LMPR0106010058,"4'-Hydroxy-4,4'-diaponeurosporene-4-oic acid"
LMSL03000203,"PAT16(24:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S]))"
LMFA11000585,Tetracosane
LMPR0106010060,"Methyl hydroxy-3,4-dehydro-apo-8'-lycopenoate"
LMPR0106010059,"Methyl 4,4'-diapolycopene-dioate"
LMPR01070417,Dihydroxylycopene
LMFA02020136,Reclassified as LMFA02000217
LMSL03000222,"PAT16(24:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S]))"
LMSL03000225,"PAT16(24:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S]))"
LMSL03000189,"PAT16(24:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S]))"
LMSL03000219,"PAT16(24:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[R],3OH[R],4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S]))"
LMPR0106010057,"4,4'-Diapocarotenoic acid"
LMPR01070419,(13Z)-Lycopen-20-ol
LMFA02020113,Reclassified as LMFA02000194
LMFA02020124,Reclassified as LMFA02000205
LMSL03000239,"PAT16(24:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S]))"
LMSL03000241,"PAT16(24:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[R],3OH[R],4Me[S],6Me[S]))"
LMSL03000257,"PAT16(24:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[R],3OH[R],4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S]))"
LMSL03000271,"PAT16(24:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[R],3OH[R],4Me[S],6Me[S])/24:0(2Me[R],3OH[R],4Me[S],6Me[S])/24:0(2Me[R],3OH[R],4Me[S],6Me[S]))"
LMPR0106010065,"beta-D-glucosyl 4,4'-diaponeurosporenoic acid"
LMPR0106010064,"4'-(beta-D-Glucopyranosyloxy)-7',8'-dihydro-4,4'-diapo-psi,psi-caroten-4-oic acid"
LMPR0106010066,"Methyl mannosyl-3,4-dehydro-apo-8'-lycopenoate"
LMPR01070421,"1-Hydroxy-1,2-dihydroneurosporene"
LMSL01020003,UDP-3-O-(beta-hydroxymyristoyl)-GlcNAc
LMFA02020130,Reclassified as LMFA02000211
LMSL03000272,"PAT16(25:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S]))"
LMSL03000294,"PAT16(25:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[R],3OH[R],4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S]))"
LMPR0106010052,"4,4'-Diapolycopen-4-al"
LMPR0106010067,"Methyl glucosyl-3,4-dehydro-apo-8'-lycopenoate"
LMPR0106010068,"Glucopyranosyl-1-O-(4,4'-diapo-7',8',11',12'-tetrahydrolycopen-4-oate)-6-O-(2-methylbutanoate)"
LMPR0106010069,Diapolycopenedioic acid diglucosyl ester
LMSL03000332,"PAT16(25:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S]))"
LMSL03000353,"PAT16(25:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S]))"
LMPR01070475,Lycopen-19-al
LMSL03000357,"PAT16(25:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S]))"
LMFA11000562,9-Nonadecene
LMSL01040002,Lipid A -disaccharide-1-P
LMPR01070400,(5Z)-Lycopene
LMPR01070401,(9Z)-Lycopene
LMPR01070512,Celaxanthin
LMST05050019,Kurilensoside I
LMSL03000393,"PAT16(25:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[R],3OH[R],4Me[S],6Me[S])/24:0(2Me[R],3OH[R],4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S]))"
LMSL03000404,"PAT16(26:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S]))"
LMST05050021,Anthenoside A
LMPR01070402,(13Z)-Lycopene
LMST05050030,14:0-Glc-Cholesterol
LMSL03000440,"PAT16(26:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S]))"
LMSL03000445,"PAT16(26:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[R],3OH[R],4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S]))"
LMSL03000457,"PAT16(26:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S]))"
LMSL03000458,"PAT16(26:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S]))"
LMSL03000435,"PAT16(26:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S]))"
LMPR01070404,Lycopersene
LMST05050039,Linckoside I
LMPK12113112,Sexangularetin 3-glucoside-7-rhamnoside
LMST05050047,Linckoside A
LMSL03000475,"PAT16(26:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S]))"
LMSL03000484,"PAT16(26:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S]))"
LMSL03000459,"PAT16(26:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S]))"
LMSL03000470,"PAT16(26:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[R],3OH[R],4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S]))"
LMSL03000472,"PAT16(26:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S]))"
LMPR01070407,"1,2-Dihydro-zeta-carotene"
LMST05050062,24-hydroxymethyl-squalamine
LMSL03000489,"PAT16(26:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S]))"
LMSL03000503,"PAT16(26:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[R],3OH[R],4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S]))"
LMSL03000511,"PAT16(26:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[R],3OH[R],4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[R],3OH[R],4Me[S],6Me[S]))"
LMSL03000521,"PAT16(26:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[R],3OH[R],4Me[S],6Me[S])/24:0(2Me[R],3OH[R],4Me[S],6Me[S])/24:0(2Me[R],3OH[R],4Me[S],6Me[S]))"
LMPR01070408,"1,2,1',2'-Tetrahydroneurosporene"
LMPR01070406,"1,2-Dihydrophytofluene"
LMPR01070424,Phytofluenol
LMFA05000278,Reclassified to LMFA07010230
LMPR01070428,15Z-Spheroiden
LMPR01070442,"1-Hydroxy-3,4,7,8,1',2',11',12'-octahydrospherioidene"
LMSL03000585,"PAT16(24:0(2Me[R],3OH[R],4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S]))"
LMSL03000575,"PAT16(24:0(2Me[R],3OH[R],4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S]))"
LMSL03000557,"PAT16(24:0(2Me[R],3OH[R],4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S]))"
LMFA11000064,"4E,6Z,9Z-Nonadecatriene"
LMPR01070409,"1,2,7,8,11,12-Hexahydrolycopene"
LMPR01070410,Phytofluene
LMPR01070415,"(7Z,9Z,9'Z)-Neurosporene"
LMPK03000029,Squamostatin D
LMSL03000616,"PAT16(24:0(2Me[R],3OH[R],4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[R],3OH[R],4Me[S],6Me[S]))"
LMSP02040178,omega-linoleoyloxy-Cer(t18:0/34:0)
LMSL03000659,"PAT18(22:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S]))"
LMSL03000652,"PAT18(22:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S]))"
LMSL03000634,"PAT16(24:0(2Me[R],3OH[R],4Me[S],6Me[S])/24:0(2Me[R],3OH[R],4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S]))"
LMPR01070405,"1,2-Dihydrophytoene"
LMPR01070411,"(9Z,15Z)-Phytofluene"
LMPR01070413,Asymmetric 9Z-zeta-carotene
LMPR01070414,"(7Z,9Z)-Neurosporene"
LMPR01070416,Monohydroxylycopene
LMFA05000287,Reclassified to LMFA07010239
LMFA05000279,Reclassified to LMFA07010231
LMFA05000281,Reclassified to LMFA07010233
LMFA05000283,Reclassified to LMFA07010235
LMSL03000650,"PAT18(22:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S]))"
LMFA02020023,Reclassified as LMFA02000104
LMFA02020034,Reclassified as LMFA02000115
LMSL03000670,"PAT18(22:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[R],3OH[R],4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S]))"
LMSL03000679,"PAT18(22:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S]))"
LMSL03000708,"PAT18(22:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S]))"
LMST01100028,Abrusoside D
LMSP02010201,Cer(d18:1(4E)/18:0(3OH))
LMPK02000060,Thuwalallene E
LMPK02000062,thuwalenyne A
LMSL03000720,"PAT18(22:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[R],3OH[R],4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S]))"
LMPR01070430,Rhodopinol
LMFA02020035,Reclassified as LMFA02000116
LMFA02020036,Reclassified as LMFA02000117
LMFA05000329,Reclassified to LMFA07010281
LMFA05000330,Reclassified to LMFA07010282
LMFA05000333,Reclassified to LMFA07010285
LMFA05000336,Reclassified to LMFA07010288
LMSL03000737,"PAT18(22:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S]))"
LMSL03000704,"PAT18(22:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S]))"
LMSL03000713,"PAT18(22:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S]))"
LMPR01070412,"(15Z)-1,2-dihydroneurosporene"
LMPR01070418,(9Z)-Lycopen-20-ol
LMPK02000063,thuwalenyne B
LMPK02000064,thuwalenyne C
LMFA03040012,Lipoxin A5
LMGL05010047,Linolipin I
LMSL03000738,"PAT18(22:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S]))"
LMPK03000080,Montalicin A
LMSL03000739,"PAT18(22:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S]))"
LMSL03000762,"PAT18(22:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[R],3OH[R],4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S]))"
LMSL03000751,"PAT18(22:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[R],3OH[R],4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[R],3OH[R],4Me[S],6Me[S]))"
LMPR01070422,"1-Hydroxy-1,2,7',8',11',12'-hexahydrolycopene"
LMPR0106140006,"Lup-20(29)-en-3beta-(3,6R-dihydroxybehenate)"
LMST01100022,Cimimanol C
LMSP02040150,omega-linoleoyloxy-Cer(t19:0/32:0)
LMFA07040101,33-methyl-24Z-tetratriaconten-34-olactone
LMFA07040109,Macrolactin C
LMSP02010202,Cer(d18:1(4E)/20:0(3OH))
LMSL03000779,"PAT18(24:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S]))"
LMSL03000783,"PAT18(24:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S]))"
LMSL03000797,"PAT18(24:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S]))"
LMPR01070423,1-Hydroxy-zeta-carotene
LMFA03060117,"14,15-epoxy,13-HETE"
LMSP02020071,Cer(d16:0/24:0)
LMFA13030016,3-O-alpha-L-rhamnopyranosyl-3-hydroxy-7Z-dodecenoyl-3-hydroxydecanoic acid
LMFA05000727,C15-AHK
LMPR0103090015,Isoonopordopicrin
LMSL03000823,"PAT18(24:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S]))"
LMPK03000040,Annopurpuricin E
LMPK03000083,Montalicin D
LMSL03000827,"PAT18(24:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S]))"
LMSL03000832,"PAT18(24:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S]))"
LMSL03000839,"PAT18(24:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S]))"
LMPK12113232,Gossypetin 3-methyl ether
LMPR01070425,"1-Hydroxy-1,2-dihydrophytofluene"
LMSP05010122,LacCer(d16:0/22:0)
LMSP05010123,LacCer(d16:0/23:0)
LMSP05010125,LacCer(d22:0/16:0)
LMFA05000300,Reclassified to LMFA07010252
LMSL03000859,"PAT18(24:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S]))"
LMFA13040013,bhas#22
LMSL03000860,"PAT18(24:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S]))"
LMSL03000863,"PAT18(24:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S]))"
LMSL03000854,"PAT18(24:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S]))"
LMPR01070427,"1,2-Dihydroxy-3,4-didehydrolycopene"
LMFA05000728,Oenanthotoxin
LMFA05000285,Reclassified to LMFA07010237
LMFA05000293,Reclassified to LMFA07010245
LMSL03000905,"PAT18(25:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S]))"
LMSL03000928,"PAT18(25:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S]))"
LMFA05000297,Reclassified to LMFA07010249
LMSL03000938,"PAT18(25:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S]))"
LMSL03000917,"PAT18(25:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[R],3OH[R],4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S]))"
LMPK12020023,Epidistenin
LMPR01070426,"1-Hydroxy-1,2-dihydrophytoene"
LMPR01070429,"2,6-Cyclolycopene-1,5-diol"
LMPK03000027,Squamocin-II
LMSP02040171,omega-linoleoyloxy-Cer(d18:0/28:0)
LMSP02040177,omega-linoleoyloxy-Cer(t18:0/33:0)
LMSL03000940,"PAT18(25:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S]))"
LMPR01070464,Phytoene epoxide
LMSL03000954,"PAT18(25:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S]))"
LMSL03000962,"PAT18(25:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S]))"
LMSL03000989,"PAT18(25:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S]))"
LMSL03000953,"PAT18(25:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S]))"
LMPR01070431,"(2S,5S,6R)-1,16-didehydro-2,6-cyclolycopene-5-ol"
LMPR01070432,"(2R,5R,6R)-2,6-cyclolycopene-1,5-diol"
LMPR01070420,"(2S,5R,6R)-1,16-didehydro- 2,6-cyclolycopene-5-ol"
