lm_id,lm_name,refmet_standardized_name,refmet_formula,refmet_exact_mass,refmet_super_class,refmet_main_class,refmet_sub_class,refmet_pubchem_cid,refmet_chebi_id,refmet_hmdb_id,refmet_lm_id,refmet_kegg_id,refmet_inchi_key,refmet_id,lm_id_mismatch
LMSP0601CB05,Neu5Ac)GD1a(d18:1/24:0),,,,,,,,,,,,,,False
LMFA07010992,Pentyl octanoate,Pentyl octanoate,C13H26O2,214.1933,Fatty Acyls,Fatty esters,Wax diesters,61185,165637,HMDB0036217,LMFA07010992,C04780,GJWGZSBNFSBUPX-UHFFFAOYSA-N,RM0150670,False
LMST01031358,"15beta,25,28-trihydroxyergone",,,,,,,,,,,,,,False
LMST01031359,"15alpha,25,28-trihydroxyergone",,,,,,,,,,,,,,False
LMST01031356,"15beta-methoxy-12beta,25,28-trihydroxyergone",,,,,,,,,,,,,,False
LMST01031353,"12beta,25,28-trihydroxy-15-oxo-ergone",,,,,,,,,,,,,,False
LMST01031354,"15alpha-acetoxy-12beta,25,28-trihydroxyergone",,,,,,,,,,,,,,False
LMFA01090049,16-fluoro-7Z-hexadecenoic acid,,,,,,,,,,,,,,False
LMFA11000694,4-Methylheptadecane,,,,,,,,,,,,,,False
LMFA11000698,5-(1-Methylpropyl)nonane,,,,,,,,,,,,,,False
LMFA01090074,2-bromoacetic acid,,,,,,,,,,,,,,False
LMFA03120059,"7-Acetoxy-7,8-dihydroiodovulone II",,,,,,,,,,,,,,False
LMFA05000537,3-methyl-3-Pentanol,3-Methyl-3-pentanol,C6H14O,102.1045,Fatty Acyls,Fatty alcohols,Fatty alcohols,6493,,HMDB0302446,LMFA05000537,,FRDAATYAJDYRNW-UHFFFAOYSA-N,RM0202162,False
LMFA11000634,"1,1-dimethyl-2-propylcyclohexane",,,,,,,,,,,,,,False
LMFA11000644,"1-ethyl-trans-1,3-dimethycyclohexane",,,,,,,,,,,,,,False
LMFA11000695,"5,7-Dimethylundecane",,,,,,,,,,,,,,False
LMFA05000615,2-Heptanol,2-Heptanol,C7H16O,116.1201,Fatty Acyls,Fatty alcohols,Fatty alcohols,10976,88815,HMDB0033908,LMFA05000615,,CETWDUZRCINIHU-UHFFFAOYSA-N,RM0153406,False
LMST01031360,"15alpha-acetoxy-12beta,25,26,trihydroxyergone",,,,,,,,,,,,,,False
LMST01031362,"25,28-dihydroxyergone",,,,,,,,,,,,,,False
LMST01020088,22:3 Stigmasterol ester,,,,,,,,,,,,,,False
LMSP02030017,Cer(t18:0/20:0(2OH)),,,,,,,,,,,,,,False
LMSP02020036,Cer(d20:0/18:0(2OH)),,,,,,,,,,,,,,False
LMST01020073,20:1 Campesterol ester,,,,,,,,,,,,,,False
LMST01040207,18:0-Glc-Sitosterol,18:0-Glc-Sitosterol,C53H94O7,842.7000,Sterol Lipids,Sterols,Stigmasterols,70699358,,,LMST01040207,,WHXVFRBDLSVIIH-RUCVJHJTSA-N,RM0128167,False
LMSP02010049,Cer(d16:1/22:1),Cer 16:1;O2/22:1,C38H73NO3,591.5590,Sphingolipids,Ceramides,Cer,,,,,,,RM0017066,False
LMSP02010060,"Cer(d15:2(4E,6E)/20:0)",,,,,,,,,,,,,,False
LMGP01012244,"PC(24:1(15Z)/18:3(9Z,12Z,15Z))",,,,,,,,,,,,,,False
LMGP01030135,PC(P-18:1(11Z)/16:1(9Z)),,,,,,,,,,,,,,False
LMST01020074,20:1 Sitosterol ester,,,,,,,,,,,,,,False
LMST01031133,16:3-Glc-Campesterol,16:3-Glc-campesterol,C50H82O7,794.6061,Sterol Lipids,Sterols,Ergosterols,70699341,184872,,LMST01031133,,LJWBMSGFTLIWON-PXYLDYSPSA-N,RM0128445,False
LMST01040206,16:0-Glc-Sitosterol,16:0-Glc-Sitosterol,C51H90O7,814.6687,Sterol Lipids,Sterols,Stigmasterols,70699357,67595,,LMST01040206,,JCLYMCVRBRHEHI-TWDDPRSNSA-N,RM0128211,False
LMFA07070026,"(9Z,12Z)-3-hydroxyhexadecadienoylcarnitine",,,,,,,,,,,,,,False
LMST01040214,16:1-Glc-Sitosterol,16:1-Glc-Sitosterol,C51H88O7,812.6530,Sterol Lipids,Sterols,Stigmasterols,70699365,,,LMST01040214,,OMHUFUKAYBXQSD-LODQGPTASA-N,RM0128437,False
LMFA01050455,(R)-2-hydroxybutyric acid,2-Hydroxybutyric acid,C4H8O3,104.0473,Fatty Acyls,Fatty acids,Hydroxy FA,11266,1148,HMDB0000008,LMFA01050004,C05984,AFENDNXGAFYKQO-UHFFFAOYSA-N,RM0153654,True
LMFA01050501,Acetohydroxybutyrate,Acetohydroxybutyric acid,C6H10O4,146.0579,Fatty Acyls,Fatty acids,Hydroxy FA,440875,27681,HMDB0006900,LMFA01050383,C06006,VUQLHQFKACOHNZ-LURJTMIESA-N,RM0153670,True
LMPR0106150026,18alpha-Glycyrrhetinic acid,,,,,,,,,,,,,,False
LMST01010384,"5alpha,6alpha-24S,25-diepoxy-cholesterol","5alpha,6alpha-24S,25-Diepoxy-cholesterol",C27H44O3,416.3290,Sterol Lipids,Sterols,Cholesterols,10525982,79996,,LMST01010384,C15633,IUSLCYDEWITGFD-AISCQZDLSA-N,RM0135707,False
LMFA05000644,Avocadyne 1-acetate,,,,,,,,,,,,,,False
LMFA05000577,"1,2,4-Nonadecanetriol",,,,,,,,,,,,,,False
LMFA11000313,1-Dodecene,1-Dodecene,C12H24,168.1878,Fatty Acyls,Hydrocarbons,Hydrocarbons,8183,89713,HMDB0059874,LMFA11000313,,CRSBERNSMYQZNG-UHFFFAOYSA-N,RM0189053,False
LMFA05000602,1-Hydroxy-3-octanone,,,,,,,,,,,,,,False
LMFA08020202,S-Acetyldihydrolipoamide-E,,,,,,,,,,,,,,False
LMSP03030083,MIPC(d20:0/26:0),,,,,,,,,,,,,,False
LMSL03001293,"AC2SGL(18:0/34:0(2Me[S],4Me[S],6Me[S],8Me[S],10Me[R],12Me[R],14Me[R],16Me[R],17OH))",,,,,,,,,,,,,,False
LMST05010056,17alpha-(N-acetyl-alpha-D-glucosaminyl)estradiol 3-glucuronoside,,,,,,,,,,,,,,False
LMFA07050208,3-hydroxy-3-methylbutyl-CoA,,,,,,,,,,,,,,False
LMFA07050282,acryloyl-CoA,Acryloyl-CoA,C24H38N7O17P3S,821.1258,Fatty Acyls,Fatty esters,Acyl CoAs,9543026,15513,HMDB0002307,LMFA07050282,C00894,POODSGUMUCVRTR-IEXPHMLFSA-N,RM0155224,False
LMFA07010878,Ethyl nonanoate,Ethyl nonanoate,C11H22O2,186.1620,Fatty Acyls,Fatty esters,Short fatty esters,31251,87501,HMDB0040193,LMFA07010878,,BYEVBITUADOIGY-UHFFFAOYSA-N,RM0202255,False
LMFA07070107,Tetradecanoylcarnitine,CAR 14:0,C21H41NO4,371.3036,Fatty Acyls,Fatty esters,Acyl carnitines,53477791,84634,HMDB0005066,LMFA07070107,,PSHXNVGSVNEJBD-LJQANCHMSA-N,RM0154013,False
LMFA07010849,Ethyl (E)-3-hexenoate,,,,,,,,,,,,,,False
LMFA07050169,2'-(5-triphosphoribosyl)-3'-dephospho-CoA,,,,,,,,,,,,,,False
LMGP12010084,"CL(1'-[16:0/18:1(9Z)],3'-[16:0/20:4(5Z,8Z,11Z,14Z)])",,,,,,,,,,,,,,False
LMST01040251,beta-Sitosterol 3-O-beta-D-galactopyranoside,,,,,,,,,,,,,,False
LMFA07050320,gamma-butyrobetaine-CoA,,,,,,,,,,,,,,False
LMGP12010102,"CL(1'-[16:0/18:1(9Z)],3'-[18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)])",,,,,,,,,,,,,,False
LMGP12010176,"CL(1'-[16:0/20:0],3'-[20:0/18:0])",,,,,,,,,,,,,,False
LMGP12010260,"CL(1'-[18:0/18:0],3'-[16:0/18:0])",,,,,,,,,,,,,,False
LMGP12010325,"CL(1'-[18:0/18:1(9Z)],3'-[20:4(5Z,8Z,11Z,14Z)/16:0])",,,,,,,,,,,,,,False
LMGP12010362,"CL(1'-[18:0/18:2(9Z,12Z)],3'-[20:4(5Z,8Z,11Z,14Z)/18:0])",,,,,,,,,,,,,,False
LMPR0103480005,beta-himachalene,,,,,,,,,,,,,,False
LMFA04020249,"(4R,8S,11R)-d5-7-NeuroF[7S,10S]",,,,,,,,,,,,,,False
LMGP12010577,"CL(1'-[18:1(9Z)/18:2(9Z,12Z)],3'-[20:4(5Z,8Z,11Z,14Z)/16:0])",,,,,,,,,,,,,,False
LMGP12010618,"CL(1'-[18:1(9Z)/20:0],3'-[20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)])",,,,,,,,,,,,,,False
LMGP12010625,"CL(1'-[18:1(9Z)/20:4(5Z,8Z,11Z,14Z)],3'-[18:0/16:0])",,,,,,,,,,,,,,False
LMGP12010486,"CL(1'-[18:1(9Z)/18:0],3'-[18:0/20:4(5Z,8Z,11Z,14Z)])",,,,,,,,,,,,,,False
LMGP12010531,"CL(1'-[18:1(9Z)/18:1(9Z)],3'-[18:2(9Z,12Z)/18:1(9Z)])",,,,,,,,,,,,,,False
LMGP12011165,"CL(1'-[20:4(5Z,8Z,11Z,14Z)/18:1(9Z)],3'-[18:0/16:0])",,,,,,,,,,,,,,False
LMFA01150063,"3,4-dimethyl-5-carboxypropyl-2-furanpentanoic acid",,,,,,,,,,,,,,False
LMST01031363,"12beta,15alpha,25,28-tetrahydroxyergone",,,,,,,,,,,,,,False
LMST01031365,Asperergoster A,,,,,,,,,,,,,,False
LMGP12010789,"CL(1'-[18:2(9Z,12Z)/18:2(9Z,12Z)],3'-[20:0/18:1(9Z)])",,,,,,,,,,,,,,False
LMGP01090055,"PC(22:2(13Z,16Z)/P-18:0)",,,,,,,,,,,,,,False
LMGP12010879,"CL(1'-[20:0/16:0],3'-[18:0/18:1(9Z)])",,,,,,,,,,,,,,False
LMGP12010961,"CL(1'-[20:0/18:1(9Z)],3'-[18:2(9Z,12Z)/16:0])",,,,,,,,,,,,,,False
LMGP12010969,"CL(1'-[20:0/18:1(9Z)],3'-[20:0/18:1(9Z)])",,,,,,,,,,,,,,False
LMST01031366,25-hydroxyergone,,,,,,,,,,,,,,False
LMPR0106090003,Meliasanine A,,,,,,,,,,,,,,False
LMPR0106090004,Meliasanine B,,,,,,,,,,,,,,False
LMPK12111332,7-O-Methylwogonin,,,,,,,,,,,,,,False
LMGP12011186,"CL(1'-[20:4(5Z,8Z,11Z,14Z)/18:1(9Z)],3'-[20:0/18:2(9Z,12Z)])",,,,,,,,,,,,,,False
LMFA04020011,delta8-10-NeuroF,,,,,,,,,,,,,,False
LMFA01031127,"31-hydroxy-4Z,18Z,29E-tritriacontatrien-2,32-diynoic acid",,,,,,,,,,,,,,False
LMFA02000161,"9,10-DiHOME(12)","9,10-DiHOME(12)",C18H34O4,314.2457,Fatty Acyls,Octadecanoids,Octadecanoids,5282958,,HMDB0031679,LMFA02000161,,XEBKSQSGNGRGDW-JXMROGBWSA-N,RM0202363,False
LMGP12011084,"CL(1'-[20:0/20:4(5Z,8Z,11Z,14Z)],3'-[20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z)])",,,,,,,,,,,,,,False
LMFA01070026,"10,11-Epoxy-7Z-hexadecenoic acid",,,,,,,,,,,,,,False
LMFA01060213,9-Hydroxy-10-ketooctadecanoic acid,,,,,,,,,,,,,,False
LMFA07050014,CoA(10:0(OH)),,,,,,,,,,,,,,False
LMFA07050272,6-Hydroxycyclohex-1-ene-1-carboxyl-CoA,,,,,,,,,,,,,,False
LMGP15010130,PIM3(19:0/16:1(9Z)),,,,,,,,,,,,,,False
LMFA04020281,"(14R,17S,20R)-d18-13-NeuroF[13S,16S]",,,,,,,,,,,,,,False
LMGP12011268,"CL(1'-[20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)],3'-[16:0/18:0])",,,,,,,,,,,,,,False
LMGP15010272,PIM6(19:0/14:0),,,,,,,,,,,,,,False
LMSL03001294,"AC2SGL(18:0/34:0(2Me[S],4Me[S],6Me[S],8Me[S],10Me[S],12Me[R],14Me[R],16Me[R],18Me[R],19OH))",,,,,,,,,,,,,,False
LMFA12000344,BBT(OAc)2,,,,,,,,,,,,,,False
LMFA07030022,Type III cyanolipid 20:2 ester,,,,,,,,,,,,,,False
LMFA01020092,2-methyl-hexadecanoic acid,,,,,,,,,,,,,,False
LMFA04020047,"(13S,17S,20S)-d14-16-NeuroF[16R,19S]",,,,,,,,,,,,,,False
LMFA04020140,"(10S,14S,17R)-d11-13-NeuroF[13R,16R]",,,,,,,,,,,,,,False
LMFA04020150,"(7R,10R,14S)-d12-8-NeuroF[8R,11S]",,,,,,,,,,,,,,False
LMFA04020170,"(7S,10S,14R)-d12-8-NeuroF[8R,11S]",,,,,,,,,,,,,,False
LMFA04020199,"(7S,11R,14S)-d8-10-NeuroF[10R,13S]",,,,,,,,,,,,,,False
LMFA04020234,"(4S,7S,11R)-d9-5-NeuroF[5R,8S]",,,,,,,,,,,,,,False
LMFA04020236,"(4S,7S,11R)-d9-5-NeuroF[5S,8S]",,,,,,,,,,,,,,False
LMFA03110185,ent-8-epi-5-E2c-IsoP,,,,,,,,,,,,,,False
LMFA03110279,"5,8-diepi-5-J2-IsoP",,,,,,,,,,,,,,False
LMFA06000048,"5,7-nonadienal","5,7-Nonadienal",C9H14O,138.1045,Fatty Acyls,Fatty aldehydes,Fatty aldehydes,5283341,165519,,LMFA06000048,,XBRSZJRHOMYFTA-MQQKCMAXSA-N,RM0150189,False
LMFA02040121,"(9S,12R,16S)-d14-10-PhytoF[10R,13R]",,,,,,,,,,,,,,False
LMFA03130103,"(8S,11S,14S)-d9-12-IsoF[12S,15R]",,,,,,,,,,,,,,False
LMFA03130235,"(5R,8R,12R)-d10-6-IsoF[6S,9R]",,,,,,,,,,,,,,False
LMFA04020427,"(8S,11S,14R)-d12-7-NeuroF[7R,10S]",,,,,,,,,,,,,,False
LMFA04020430,"(8S,11S,14S)-d12-7-NeuroF[7S,10R]",,,,,,,,,,,,,,False
LMFA04020436,"(7R,10R,13R)-d8-11-NeuroF[11S,14S]",,,,,,,,,,,,,,False
LMFA04020296,"(14S,17R,20S)-d18-13-NeuroF[13R,16R]",,,,,,,,,,,,,,False
LMFA04020329,"(13S,16S,19R)-d14-17-NeuroF[17a,20a]",,,,,,,,,,,,,,False
LMFA04020451,"(7S,10R,13R)-d8-11-NeuroF[11S,14R]",,,,,,,,,,,,,,False
LMFA03130013,"(5R,9R,12S)-d6-8-IsoF[8s,11S]",,,,,,,,,,,,,,False
LMFA03130107,"(6R,9R,12R)-d10-5-IsoF[5R,8S]",,,,,,,,,,,,,,False
LMFA03110244,"ent-5,12-diepi-12-D2t-IsoP",,,,,,,,,,,,,,False
LMFA04010259,20-epi-20-D4c-NeuroP,,,,,,,,,,,,,,False
LMFA04010268,ent-7-epi-4-E4c-NeuroP,,,,,,,,,,,,,,False
LMFA04010122,17-F4t-NeuroP,,,,,,,,,,,,,,False
LMFA03110343,15-epi-17-F2t-dihomo-IsoP,,,,,,,,,,,,,,False
LMFA04010138,20-F4t-NeuroP,,,,,,,,,,,,,,False
LMFA04010042,7-F4t-NeuroP,,,,,,,,,,,,,,False
LMFA04010466,ent-4-epi-4-J4-NeuroP,,,,,,,,,,,,,,False
LMFA03110300,ent-10-F2t-dihomo-IsoP,,,,,,,,,,,,,,False
LMFA01031138,"Deca-2,4,6-triynedioic acid",,,,,,,,,,,,,,False
LMFA07011099,WE(6:0/25:0),,,,,,,,,,,,,,False
LMFA02040015,"(9R,12S,15R)-d10-13-PhytoF[13S,16R]",,,,,,,,,,,,,,False
LMFA02040036,"(9S,12S,15S)-d10-13-PhytoF[13S,16S]",,,,,,,,,,,,,,False
LMFA01020123,3-isopropyl-3-butenoic acid,,,,,,,,,,,,,,False
LMFA02040102,"(9R,12R,16R)-d14-10-PhytoF[10R,13S]",,,,,,,,,,,,,,False
LMFA04010309,"ent-10,13-diepi10-10-E4t-NeuroP",,,,,,,,,,,,,,False
LMGP20020028,PON-PE,,,,,,,,,,,,,,False
LMFA04010313,13-epi-10-E4c-NeuroP,,,,,,,,,,,,,,False
LMFA04010149,"ent-4,7-diepi-4-D4t-NeuroP",,,,,,,,,,,,,,False
LMFA04010315,ent-11-E4t-NeuroP,,,,,,,,,,,,,,False
LMFA04010165,"ent-7,10-diepi-7-D4t-NeuroP",,,,,,,,,,,,,,False
LMFA04010374,17-epi-17-E4t-NeuroP,,,,,,,,,,,,,,False
LMFA04010396,ent-7-epi-4-A4-NeuroP,,,,,,,,,,,,,,False
LMFA04010397,"4,7-diepi-4-A4-NeuroP",,,,,,,,,,,,,,False
LMFA01140072,23-phenyl tricosanoic acid,,,,,,,,,,,,,,False
LMFA01140087,8-[1]-ladderane octanol,,,,,,,,,,,,,,False
LMFA01080026,10-methoxy-octadecanoic acid,,,,,,,,,,,,,,False
LMFA01070041,"methyl 5R,6R-epoxy-7-eicosynoate",,,,,,,,,,,,,,False
LMFA01020153,"3,5,5-trimethyl-hexanoic acid","3,5,5-Trimethylhexanoic acid",C9H18O2,158.1307,Fatty Acyls,Fatty acids,Branched FA,90960,,,LMFA01020153,,OILUAKBAMVLXGF-UHFFFAOYSA-N,RM0202124,False
LMPR0106090005,Meliasanine C,,,,,,,,,,,,,,False
LMFA08020227,alpha-N-(3-(3-hydroxy)-octadecanoyloxy-octadecanoyl)-L-ornithine,,,,,,,,,,,,,,False
LMFA08020218,N-palmitoleyl glutamine,NA-Gln 16:1(9Z),C21H38N2O4,382.2832,Fatty Acyls,Fatty amides,N-acyl amines,100937253,184295,,LMFA08020218,,RTYOSBVPVOEYFN-ZEVQVBBLSA-N,RM0154668,False
LMFA01160034,2-tetracosyl-3-hydroxy-heptatriaconta-16Z-enoic acid,,,,,,,,,,,,,,False
LMFA01160040,2-docosyl-3-hydroxy-nonatriaconta-18Z-enoic acid,,,,,,,,,,,,,,False
LMFA01160108,"2-docosyl-3-hydroxy-32,33-epoxy-34-methyl-dopentacontanoic acid",,,,,,,,,,,,,,False
LMFA01160127,2-docosyl-3-hydroxy-38-carboxy-tetratriacontanoic acid,,,,,,,,,,,,,,False
LMPR01070325,"Fucoxanthinol 3-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoate) 3'-(9E-hexadecenoate)",,,,,,,,,,,,,,False
LMPR01070342,"Fucoxanthinol 3-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoate) 3'-palmitoleate",,,,,,,,,,,,,,False
LMGP20010028,OOV-PC,,,,,,,,,,,,,,False
LMGL01020048,1-O-(2R-methoxy-4Z-heptadecenyl)-sn-glycerol,,,,,,,,,,,,,,False
LMGL01020047,1-O-(2R-methoxy-4Z-pentadecenyl)-sn-glycerol,,,,,,,,,,,,,,False
LMFA01150071,"5-(4E-pentenyl)-3,4-dimethyl-2-furan-undecanoic acid",,,,,,,,,,,,,,False
LMPR01070340,Fucoxanthinol 3-gondoate 3'-palmitoleate,,,,,,,,,,,,,,False
LMFA08020255,N-(9Z-nonadecenoyl) taurine,NA-Taurine 19:1(9Z),C21H41NO4S,403.2756,Fatty Acyls,Fatty amides,N-acyl amines,132006094,,,LMFA08020255,,FKHYVXFBVMMMIE-KHPPLWFESA-N,RM0157454,False
LMPR01070337,Fucoxanthinol 3-elaidate 3'-palmitoleate,,,,,,,,,,,,,,False
LMSP02040070,omega-linoleoyloxy-Cer(d22:1/29:0),,,,,,,,,,,,,,False
LMSP02040080,omega-linoleoyloxy-Cer(t17:1(6OH)/32:0),,,,,,,,,,,,,,False
LMFA03090001,"8S-hydroxy-11R,12S-epoxy-5Z,9E,14Z-eicosatrienoic acid",,,,,,,,,,,,,,False
LMGP03010002,PS(16:0/18:1(9Z)),PS 16:0/18:1(9Z),C40H76NO10P,761.5207,Glycerophospholipids,Glycerophosphoserines,PS,5283499,34086,HMDB0012357,LMGP03010024,,OIWCYIUQAVBPGV-DAQGAKHBSA-N,RM0173504,True
LMFA03040001,Lipoxin A4,Lipoxin A4,C20H32O5,352.2250,Fatty Acyls,Eicosanoids,Lipoxins,5280914,6498,HMDB0004385,LMFA03040001,C06314,IXAQOQZEOGMIQS-SSQFXEBMSA-N,RM0159100,False
LMFA07040105,Macrolactin B,,,,,,,,,,,,,,False
LMFA03010222,Sarcoehrendin A,,,,,,,,,,,,,,False
LMST01130019,6alpha-hydroxycinobufagin,,,,,,,,,,,,,,False
LMFA13040002,Daumone,Daumone,C13H24O6,276.1573,Fatty Acyls,Fatty acyl glycosides,Fatty acyl glycosides,11471380,78786,,LMFA13040002,,KBTQMAFDKPKMEJ-UYNYGYNWSA-N,RM0202145,False
LMFA13040107,ibha#30,,,,,,,,,,,,,,False
LMST01031153,Daturmeteside E,,,,,,,,,,,,,,False
LMPR0106180023,"3beta,6beta,19alpha-trihydroxy-urs-12-en-28-oic acid",,,,,,,,,,,,,,False
LMST01070017,Trillfurostanoside H,,,,,,,,,,,,,,False
LMSP05010111,Cortenuamide A,,,,,,,,,,,,,,False
LMFA03070015,"methyl 8-hydroperoxy-5,9,11,14,17-eicosapentaenoate",,,,,,,,,,,,,,False
LMFA03010136,"9,15-dioxo-11R-hydroxy-2,3,4,5-tetranor-prostan-1,20-dioic acid",,,,,,,,,,,,,,False
LMFA03070010,5S-HEPE,5S-HEPE,C20H30O3,318.2195,Fatty Acyls,Eicosanoids,HEPE,5283193,140934,HMDB0062408,LMFA03070010,,FTAGQROYQYQRHF-GHWNLOBHSA-N,RM0152306,False
LMFA03060021,8R-HETE,8R-HETE,C20H32O3,320.2351,Fatty Acyls,Eicosanoids,HETE,5283163,34484,,LMFA03060021,C14824,NLUNAYAEIJYXRB-GTYUHVKWSA-N,RM0153803,False
LMFA01010021,Heneicosylic acid,Heneicosylic acid,C21H42O2,326.3185,Fatty Acyls,Fatty acids,Saturated FA,16898,39248,HMDB0002345,LMFA01010021,,CKDDRHZIAZRDBW-UHFFFAOYSA-N,RM0153576,False
LMFA02000136,18-hydroxy stearic acid,,,,,,,,,,,,,,False
LMFA01050095,"11,12-dihydroxy arachidic acid",,,,,,,,,,,,,,False
LMFA06000049,"6,8-nonadienal",,,,,,,,,,,,,,False
LMFA03070007,12R-HEPE,12R-HEPE,C20H30O3,318.2195,Fatty Acyls,Eicosanoids,HEPE,5283190,165265,,LMFA03070007,,MCRJLMXYVFDXLS-IHWYZUJNSA-N,RM0152262,False
LMFA01030016,epsilon-heptenoic acid,,,,,,,,,,,,,,False
LMFA01020160,6-ethyl-dodecanoic acid,,,,,,,,,,,,,,False
LMFA01020012,Isoheptadecanoic acid,15-Methylpalmitic acid,C17H34O2,270.2559,Fatty Acyls,Fatty acids,Branched FA,164860,70850,HMDB0061709,LMFA01020012,,IIUXHTGBZYEGHI-UHFFFAOYSA-N,RM0153595,False
LMFA01020041,"4,8-dimethyl-pentadecanoic acid",,,,,,,,,,,,,,False
LMFA01030056,cis-9-palmitoleic acid,Palmitoleic acid,C16H30O2,254.2246,Fatty Acyls,Fatty acids,Unsaturated FA,445638,28716,HMDB0003229,LMFA01030056,C08362,SECPZKHBENQXJG-FPLPWBNLSA-N,RM0153617,False
LMSP0501AA05,GlcCer(d18:1/18:0),GlcCer 18:1;O2/18:0,C42H81NO8,727.5962,Sphingolipids,Glycosphingolipids,HexCer,6321357,84719,HMDB0004972,LMSP0501AA05,C01190,YMYQEDCYNANIPI-DYJXBSQNSA-N,RM0135588,False
LMST04010224,Apocholic Acid,Apocholic acid,C24H38O4,390.2770,Sterol Lipids,Bile acids,C24 bile acids,101818,79877,,LMST04010224,C15375,XWJTYEGVQBFZHI-IMPNNSMHSA-N,RM0002811,False
LMFA08020439,Irciniaplysin A,,,,,,,,,,,,,,False
LMFA01080007,"11-methoxy-12,13-epoxy-9-octadecenoic acid",,,,,,,,,,,,,,False
LMST04010044,Allodeoxycholic acid,Allodeoxycholic acid,C24H40O4,392.2927,Sterol Lipids,Bile acids,C24 bile acids,5283833,81276,HMDB0000478,LMST04010044,C17687,KXGVEGMKQFWNSR-WFTUMUMQSA-N,RM0135806,False
LMFA01030161,"7,10,13-docosatrienoic acid",,,,,,,,,,,,,,False
LMFA01060017,3-keto-n-caprylic acid,,,,,,,,,,,,,,False
LMFA01060049,14-keto pentadecanoic acid,14-Oxopentadecanoic acid,C15H28O3,256.2038,Fatty Acyls,Fatty acids,Oxo FA,5282995,137798,,LMFA01060049,,ASPRDWSVJBWGBT-UHFFFAOYSA-N,RM0153223,False
LMFA03070016,"methyl 9-hydroperoxy-5,7,11,14,17-eicosapentaenoate",,,,,,,,,,,,,,False
LMFA08040022,"N-(5Z,8Z,11Z,14Z-tricosatetraenoyl)-EA",,,,,,,,,,,,,,False
LMST03020236,1beta-hydroxy-3-epivitamin D3,,,,,,,,,,,,,,False
LMGP01010409,PC(11:0/12:0)[U],,,,,,,,,,,,,,False
LMGP01010561,PC(16:0/14:0)[U],PC 16:0/14:0,C38H76NO8P,705.5309,Glycerophospholipids,Glycerophosphocholines,PC,24778679,75304,HMDB0007965,LMGP01010560,,UIXXHROAQSBBOV-PSXMRANNSA-N,RM0135045,True
LMGP01010632,"PC(16:0/20:5(5E,8E,11E,14E,17E))[U]",,,,,,,,,,,,,,False
LMGP01010637,PC(16:0/22:0)[U],PC 16:0/22:0,C46H92NO8P,817.6561,Glycerophospholipids,Glycerophosphocholines,PC,24778726,86168,HMDB0007985,LMGP01010636,,GHBAFISLPNCOEP-USYZEHPZSA-N,RM0135049,True
LMFA01100019,3R-aminononanoic acid,3R-Aminononanoic acid,C9H19NO2,173.1416,Fatty Acyls,Fatty acids,Amino FA,2195180,165352,,LMFA01100019,,JSJXIPXCQNHXJA-MRVPVSSYSA-N,RM0153688,False
LMGP01010749,PC(18:0/18:1(11E))[U],PC 18:0/18:1(11E),C44H86NO8P,787.6091,Glycerophospholipids,Glycerophosphocholines,PC,,,,,,,RM0173630,False
LMGP01010777,PC(18:0/19:0)[U],PC 18:0/19:0,C45H90NO8P,803.6404,Glycerophospholipids,Glycerophosphocholines,PC,52922659,,,LMGP01011590,,IFJJJCCHAXWTHR-VZUYHUTRSA-N,RM0162140,True
LMFA01060130,2-oxo-nonadecanoic acid,,,,,,,,,,,,,,False
LMST03020151,"(22Z)-1beta-hydroxy-22,23-didehydrovitamin D3",,,,,,,,,,,,,,False
LMST03020254,"1alpha,18-dihydroxyvitamin D3 / 1alpha,18-dihydroxycholecalciferol",,,,,,,,,,,,,,False
LMGP01011170,PC(25:0/13:0)[U],,,,,,,,,,,,,,False
LMGP01010859,PC(18:1(2E)/18:1(2E))[U],,,,,,,,,,,,,,False
LMFA01090024,7-chloro-2E-heptenoic acid,,,,,,,,,,,,,,False
LMGP01010889,PC(18:1(9Z)/18:0)[U],PC 18:1(9Z)/18:0,C44H86NO8P,787.6091,Glycerophospholipids,Glycerophosphocholines,PC,24778936,76073,HMDB0008102,LMGP01010888,,NMJCSTNQFYPVOR-VHONOUADSA-N,RM0133631,True
LMGP01011001,PC(20:0/15:0)[U],,,,,,,,,,,,,,False
LMGP01050052,PC(21:0/0:0)[U],LPC 21:0/0:0,C29H60NO7P,565.4107,Glycerophospholipids,Glycerophosphocholines,LPC,,,,,,,RM0173365,False
LMGP01011068,PC(21:0/17:0)[U],,,,,,,,,,,,,,False
LMGP01011137,PC(23:0/24:0)[U],,,,,,,,,,,,,,False
LMGP01011139,PC(23:0/26:0)[U],PC 23:0/26:0,C57H114NO8P,971.8282,Glycerophospholipids,Glycerophosphocholines,PC,,,,,,,RM0173891,False
